Selection,Pos,Player,Player_ID,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,Year
ORV,F,Chris Bosh,0,26,mia,2,595,0.003,0,0,2,77,36.3,18.7,8.3,1.9,0.8,0.6,0.496,0.24,0.815,10.3,0.177,2011
ORV,G,Ray Allen,0,35,bos,1,595,0.002,0,0,1,80,36.1,16.5,3.4,2.7,1,0.2,0.491,0.444,0.881,10,0.166,2011
ORV,F,Luol Deng,0,25,chi,1,595,0.002,0,0,1,82,39.1,17.4,5.8,2.8,1,0.6,0.46,0.345,0.753,9.9,0.149,2011
ORV,G,Eric Gordon,3431,22,lac,1,595,0.002,0,0,1,56,37.7,22.3,2.9,4.4,1.3,0.3,0.45,0.364,0.825,5.3,0.12,2011
ORV,F,Andre Iguodala,0,27,phi,1,595,0.002,0,0,1,67,36.9,14.1,5.8,6.3,1.5,0.6,0.445,0.337,0.693,6.7,0.13,2011
ORV,G,Jason Kidd,0,37,dal,1,595,0.002,0,0,1,80,33.2,7.9,4.4,8.2,1.7,0.4,0.361,0.34,0.87,6.4,0.116,2011
ORV,C,Emeka Okafor,0,28,noh,1,595,0.002,0,0,1,72,31.8,10.3,9.5,0.6,0.6,1.8,0.573,0,0.562,6.5,0.136,2011
ORV,F,Luis Scola,0,30,hou,1,595,0.002,0,0,1,74,32.6,18.3,8.2,2.5,0.6,0.6,0.504,0,0.738,5.5,0.11,2011
ORV,F,Gerald Wallace,0,28,tot,1,595,0.002,0,0,1,71,37.9,15.7,8,2.4,1.5,0.9,0.454,0.333,0.746,6.2,0.111,2011
1st,F,LeBron James,1966,27,mia,596,600,0.993,118,2,0,62,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,14.5,0.298,2012
1st,F,Kevin Durant,3202,23,okc,591,600,0.985,117,0,0,66,38.6,28,8,3.5,1.3,1.2,0.496,0.387,0.86,12.2,0.23,2012
1st,G,Kobe Bryant,0,33,lal,568,600,0.947,104,0,0,58,38.5,27.9,5.4,4.6,1.2,0.3,0.43,0.303,0.845,6.2,0.132,2012
1st,G,Chris Paul,2779,26,lac,484,600,0.807,74,0,0,60,36.4,19.8,3.6,9.1,2.5,0.1,0.478,0.371,0.861,12.7,0.278,2012
1st,C,Dwight Howard,0,26,orl,476,600,0.793,75,0,0,54,38.3,20.6,14.5,1.9,1.5,2.1,0.573,0,0.491,7.7,0.179,2012
2nd,C,Andrew Bynum,0,24,lal,400,600,0.667,33,0,0,60,35.2,18.7,11.8,1.4,0.5,1.9,0.558,0.2,0.692,8,0.183,2012
2nd,G,Tony Parker,0,29,sas,367,600,0.612,41,0,0,60,32.1,18.3,2.9,7.7,1,0.1,0.48,0.23,0.799,7.1,0.177,2012
2nd,F,Kevin Love,3449,23,min,365,600,0.608,16,0,0,55,39,26,13.3,2,0.9,0.5,0.448,0.372,0.824,10,0.223,2012
2nd,G,Russell Westbrook,3468,23,okc,239,600,0.398,5,0,0,66,35.3,23.6,4.6,5.5,1.7,0.3,0.457,0.316,0.823,7.9,0.163,2012
2nd,F,Blake Griffin,0,22,lac,170,600,0.283,0,0,0,66,36.2,20.7,10.9,3.2,0.8,0.7,0.549,0.125,0.521,9.2,0.185,2012
3rd,G,Dwyane Wade,0,30,mia,235,600,0.392,1,0,0,49,33.2,22.1,4.8,4.6,1.7,1.3,0.497,0.268,0.791,7.7,0.227,2012
3rd,F,Carmelo Anthony,0,27,nyk,154,600,0.257,1,0,0,55,34.1,22.6,6.3,3.6,1.1,0.4,0.43,0.335,0.804,6.2,0.16,2012
3rd,G,Rajon Rondo,0,25,bos,142,600,0.237,4,0,0,53,36.9,11.9,4.8,11.7,1.8,0.1,0.448,0.238,0.597,4.9,0.121,2012
3rd,F,Dirk Nowitzki,0,33,dal,136,600,0.227,0,0,0,62,33.5,21.6,6.7,2.2,0.7,0.5,0.457,0.368,0.896,7.6,0.175,2012
3rd,C,Tyson Chandler,0,29,nyk,60,600,0.1,4,0,0,62,33.2,11.3,9.9,0.9,0.9,1.4,0.679,0,0.689,9.5,0.22,2012
ORV,F,LaMarcus Aldridge,0,26,por,55,600,0.092,0,0,0,55,36.3,21.7,8,2.4,0.9,0.8,0.512,0.182,0.814,7,0.169,2012
ORV,C,Marc Gasol,0,27,mem,52,600,0.087,0,0,0,65,36.5,14.6,8.9,3.1,1,1.9,0.482,0.083,0.748,8.2,0.166,2012
ORV,G,Derrick Rose,0,23,chi,44,600,0.073,0,0,0,39,35.3,21.8,3.4,7.9,0.9,0.7,0.435,0.312,0.812,6,0.211,2012
ORV,F,Josh Smith,0,26,atl,33,600,0.055,0,0,0,66,35.3,18.8,9.6,3.9,1.4,1.7,0.458,0.257,0.63,6.8,0.139,2012
ORV,F,Paul Pierce,0,34,bos,31,600,0.052,0,0,0,61,34,19.4,5.2,4.5,1.1,0.4,0.443,0.366,0.852,7,0.161,2012
ORV,C,Al Jefferson,0,27,uta,30,600,0.05,0,0,0,61,34,19.2,9.6,2.2,0.8,1.7,0.492,0.25,0.774,7.5,0.173,2012
ORV,C,Pau Gasol,0,31,lal,27,600,0.045,0,0,0,65,37.4,17.4,10.4,3.6,0.6,1.4,0.501,0.259,0.782,8.3,0.165,2012
ORV,G,Steve Nash,0,37,pho,24,600,0.04,0,0,0,62,31.6,12.5,3,10.7,0.6,0.1,0.532,0.39,0.894,5.9,0.144,2012
ORV,F,Kevin Garnett,0,35,bos,22,600,0.037,0,0,0,60,31.1,15.8,8.2,2.9,0.9,1,0.503,0.333,0.857,6.9,0.178,2012
ORV,F,Tim Duncan,0,35,sas,18,600,0.03,0,0,0,58,28.2,15.4,9,2.3,0.7,1.5,0.492,0,0.695,5.9,0.174,2012
ORV,G,Joe Johnson,0,30,atl,16,600,0.027,0,0,0,60,35.5,18.8,3.7,3.9,0.8,0.2,0.454,0.388,0.849,6.4,0.145,2012
ORV,G,Deron Williams,0,27,njn,14,600,0.023,0,0,0,55,36.3,21,3.3,8.7,1.2,0.4,0.407,0.336,0.843,4.1,0.099,2012
ORV,F,Rudy Gay,0,25,mem,10,600,0.017,0,0,0,65,37.3,19,6.4,2.3,1.5,0.8,0.455,0.312,0.791,6,0.12,2012
ORV,G,James Harden,3992,22,okc,8,600,0.013,0,0,0,62,31.4,16.8,4.1,3.7,1,0.2,0.491,0.39,0.846,9.3,0.23,2012
ORV,F,Luol Deng,0,26,chi,5,600,0.008,0,0,0,54,39.4,15.3,6.5,2.9,1,0.7,0.412,0.367,0.77,5.8,0.132,2012
ORV,C,Roy Hibbert,0,25,ind,5,600,0.008,0,0,0,65,29.8,12.8,8.8,1.7,0.5,2,0.497,0,0.711,6.2,0.154,2012
ORV,G,Manu Ginobili,0,34,sas,3,600,0.005,0,0,0,34,23.3,12.9,3.4,4.4,0.7,0.4,0.526,0.413,0.871,4.2,0.257,2012
ORV,F,Danny Granger,0,28,ind,3,600,0.005,0,0,0,62,33.3,18.7,5,1.8,1,0.6,0.416,0.381,0.873,6.7,0.155,2012
ORV,C,Joakim Noah,0,26,chi,3,600,0.005,0,0,0,64,30.4,10.2,9.8,2.5,0.6,1.4,0.508,0,0.748,9,0.223,2012
ORV,F,Chris Bosh,0,27,mia,2,600,0.003,0,0,2,57,35.2,18,7.9,1.8,0.9,0.8,0.487,0.286,0.821,6.9,0.165,2012
ORV,G,Monta Ellis,0,26,tot,2,600,0.003,0,0,2,58,36.6,20.4,3.4,6,1.5,0.3,0.433,0.308,0.796,2.6,0.059,2012
ORV,C,Marcin Gortat,0,27,pho,2,600,0.003,0,0,2,66,32,15.4,10,0.9,0.7,1.5,0.555,0,0.649,7.6,0.172,2012
ORV,F,Serge Ibaka,0,22,okc,2,600,0.003,0,0,2,66,27.2,9.1,7.5,0.4,0.5,3.7,0.535,0.333,0.661,6.2,0.167,2012
ORV,F,Paul Millsap,0,26,uta,2,600,0.003,0,0,2,64,32.8,16.6,8.8,2.3,1.8,0.8,0.495,0.226,0.792,7.8,0.179,2012
ORV,F,Luis Scola,0,31,hou,2,600,0.003,0,0,2,66,31.3,15.5,6.5,2.1,0.5,0.4,0.491,0,0.773,3.4,0.08,2012
ORV,C,DeMarcus Cousins,0,21,sac,1,600,0.002,0,0,1,64,30.5,18.1,11,1.6,1.5,1.2,0.448,0.143,0.702,4.2,0.104,2012
ORV,F,David Lee,0,28,gsw,1,600,0.002,0,0,1,57,37.2,20.1,9.6,2.8,0.9,0.4,0.503,0,0.782,5,0.113,2012
1st,F,LeBron James,1966,28,mia,595,595,1,119,0,0,76,37.9,26.8,8,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322,2013
1st,F,Kevin Durant,3202,24,okc,555,595,0.933,102,0,0,81,38.5,28.1,7.9,4.6,1.4,1.3,0.51,0.416,0.905,18.9,0.291,2013
1st,G,Chris Paul,2779,27,lac,537,595,0.903,97,0,0,70,33.4,16.9,3.7,9.7,2.4,0.1,0.481,0.328,0.885,13.9,0.287,2013
1st,G,Kobe Bryant,0,34,lal,521,595,0.876,91,0,0,78,38.6,27.3,5.6,6,1.4,0.3,0.463,0.324,0.839,10.9,0.174,2013
1st,C,Tim Duncan,0,36,sas,392,595,0.659,45,0,0,69,30.1,17.8,9.9,2.7,0.7,2.7,0.502,0.286,0.817,8.3,0.191,2013
2nd,F,Carmelo Anthony,0,28,nyk,397,595,0.667,24,0,0,67,37,28.7,6.9,2.6,0.8,0.5,0.449,0.379,0.83,9.5,0.184,2013
2nd,G,Russell Westbrook,3468,24,okc,306,595,0.514,20,0,0,82,34.9,23.2,5.2,7.4,1.8,0.3,0.438,0.323,0.8,11.6,0.195,2013
2nd,C,Marc Gasol,0,28,mem,295,595,0.496,38,0,0,80,35,14.1,7.8,4,1,1.7,0.494,0.071,0.848,11.5,0.197,2013
2nd,G,Tony Parker,0,30,sas,273,595,0.459,16,0,0,66,32.9,20.3,3,7.6,0.8,0.1,0.522,0.353,0.845,9.3,0.206,2013
2nd,F,Blake Griffin,0,23,lac,132,595,0.222,0,0,0,80,32.5,18,8.3,3.7,1.2,0.6,0.538,0.179,0.66,10.6,0.196,2013
3rd,G,James Harden,3992,23,hou,253,595,0.425,5,0,0,78,38.3,25.9,4.9,5.8,1.8,0.5,0.438,0.368,0.851,12.8,0.206,2013
3rd,C,Dwight Howard,0,27,lal,203,595,0.341,17,0,0,76,35.8,17.1,12.4,1.4,1.1,2.4,0.578,0.167,0.492,7.6,0.134,2013
3rd,G,Dwyane Wade,0,31,mia,145,595,0.244,3,0,0,69,34.7,21.2,5,5.1,1.9,0.8,0.521,0.258,0.725,9.6,0.192,2013
3rd,F,David Lee,0,29,gsw,79,595,0.133,0,0,0,79,36.8,18.5,11.2,3.5,0.8,0.3,0.519,0,0.797,9.1,0.15,2013
3rd,F,Paul George,4251,22,ind,73,595,0.123,0,0,0,79,37.6,17.4,7.6,4.1,1.8,0.6,0.419,0.362,0.807,9,0.145,2013
ORV,C,Brook Lopez,3448,24,brk,132,595,0.222,7,0,0,74,30.4,19.4,6.9,0.9,0.4,2.1,0.521,0,0.758,9,0.191,2013
ORV,G,Stephen Curry,3975,24,gsw,72,595,0.121,0,0,0,78,38.2,22.9,4,6.9,1.6,0.2,0.451,0.453,0.9,11.2,0.18,2013
ORV,F,LaMarcus Aldridge,0,27,por,62,595,0.104,0,0,0,74,37.7,21.1,9.1,2.6,0.8,1.2,0.484,0.143,0.81,7.2,0.124,2013
ORV,F,Chris Bosh,0,28,mia,59,595,0.099,4,0,0,74,33.2,16.6,6.8,1.7,0.9,1.4,0.535,0.284,0.798,9,0.175,2013
ORV,C,Joakim Noah,0,27,chi,56,595,0.094,3,0,0,66,36.8,11.9,11.1,4,1.2,2.1,0.481,0,0.751,7.3,0.145,2013
ORV,F,Zach Randolph,0,31,mem,45,595,0.076,0,0,0,76,34.3,15.4,11.2,1.4,0.8,0.4,0.46,0.087,0.75,7.9,0.145,2013
ORV,C,Al Horford,3213,26,atl,31,595,0.052,2,0,0,74,37.2,17.4,10.2,3.2,1.1,1.1,0.543,0.5,0.644,8.8,0.153,2013
ORV,F,Paul Pierce,0,35,bos,24,595,0.04,0,0,0,77,33.4,18.6,6.3,4.8,1.1,0.4,0.436,0.38,0.787,7.2,0.135,2013
ORV,C,Al Jefferson,0,28,uta,20,595,0.034,1,0,0,78,33.1,17.8,9.2,2.1,1,1.1,0.494,0.118,0.77,7.7,0.143,2013
ORV,C,Tyson Chandler,0,30,nyk,19,595,0.032,1,0,0,66,32.8,10.4,10.7,0.9,0.6,1.1,0.638,0,0.694,9.3,0.207,2013
ORV,C,Roy Hibbert,0,26,ind,9,595,0.015,0,0,0,79,28.7,11.9,8.3,1.4,0.5,2.6,0.448,0.25,0.741,6.1,0.129,2013
ORV,F,Luol Deng,0,27,chi,8,595,0.013,0,0,0,75,38.7,16.5,6.3,3,1.1,0.4,0.426,0.322,0.816,6.3,0.105,2013
ORV,F,Kevin Garnett,0,36,bos,8,595,0.013,0,0,0,68,29.7,14.8,7.8,2.3,1.1,0.9,0.496,0.125,0.786,5.6,0.133,2013
ORV,G,Ty Lawson,0,25,den,8,595,0.013,0,0,0,73,34.4,16.7,2.7,6.9,1.5,0.1,0.461,0.366,0.756,7.4,0.141,2013
ORV,F,Josh Smith,0,27,atl,7,595,0.012,0,0,0,76,35.3,17.5,8.4,4.2,1.2,1.8,0.465,0.303,0.517,4.2,0.075,2013
ORV,G,Deron Williams,0,28,brk,6,595,0.01,0,0,0,78,36.4,18.9,3,7.7,1,0.4,0.44,0.378,0.859,10.9,0.184,2013
ORV,F,Pau Gasol,0,32,lal,4,595,0.007,0,0,0,49,33.8,13.7,8.6,4.1,0.5,1.2,0.466,0.286,0.702,3.7,0.107,2013
ORV,F,Serge Ibaka,0,23,okc,4,595,0.007,0,0,0,80,31.1,13.2,7.7,0.5,0.4,3,0.573,0.351,0.749,9.4,0.181,2013
ORV,C,Omer Asik,0,26,hou,3,595,0.005,0,0,0,82,30,10.1,11.7,0.9,0.6,1.1,0.541,0,0.562,5.5,0.108,2013
ORV,F,Kenneth Faried,0,23,den,3,595,0.005,0,0,0,80,28.1,11.5,9.2,1,1,1,0.552,0,0.613,7.8,0.167,2013
ORV,G,Raymond Felton,0,28,nyk,3,595,0.005,0,0,0,68,34,13.9,2.9,5.5,1.4,0.2,0.427,0.36,0.789,4.2,0.087,2013
ORV,G,Kyrie Irving,6442,20,cle,3,595,0.005,0,0,0,59,34.7,22.5,3.7,5.9,1.5,0.4,0.452,0.391,0.855,5.3,0.125,2013
ORV,F,Carlos Boozer,0,31,chi,2,595,0.003,0,0,2,79,32.2,16.2,9.8,2.3,0.8,0.4,0.477,0,0.731,5.7,0.108,2013
ORV,G,Mike Conley,3195,25,mem,2,595,0.003,0,0,2,80,34.5,14.6,2.8,6.1,2.2,0.3,0.44,0.362,0.83,9.9,0.172,2013
ORV,F,David West,0,32,ind,2,595,0.003,0,0,2,73,33.4,17.1,7.7,2.9,1,0.9,0.498,0.211,0.768,9.1,0.179,2013
ORV,F,Rudy Gay,0,26,tot,1,595,0.002,0,0,1,75,35.8,18.2,6.1,2.7,1.5,0.7,0.416,0.323,0.814,4,0.072,2013
ORV,F,J.J. Hickson,0,24,por,1,595,0.002,0,0,1,80,29,12.7,10.4,1.1,0.6,0.6,0.562,0,0.679,6.9,0.142,2013
ORV,F,Andre Iguodala,0,29,den,1,595,0.002,0,0,1,80,34.7,13,5.3,5.4,1.7,0.7,0.451,0.317,0.574,5.6,0.097,2013
ORV,F,Dirk Nowitzki,0,34,dal,1,595,0.002,0,0,1,53,31.3,17.3,6.8,2.5,0.7,0.7,0.471,0.414,0.86,5,0.145,2013
ORV,F,Nikola Pekovic,0,27,min,1,595,0.002,0,0,1,62,31.6,16.3,8.8,0.9,0.7,0.8,0.52,0,0.744,6.7,0.163,2013
ORV,G,Rajon Rondo,0,26,bos,1,595,0.002,0,0,1,38,37.4,13.7,5.6,11.1,1.8,0.2,0.484,0.24,0.645,3.2,0.108,2013
ORV,C,Nikola Vucevic,6478,22,orl,1,595,0.002,0,0,1,77,33.2,13.1,11.9,1.9,0.8,1,0.519,0,0.683,5.7,0.106,2013
1st,F,Kevin Durant,3202,25,okc,625,625,1,125,0,0,81,38.5,32,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,2014
1st,F,LeBron James,1966,29,mia,623,625,0.997,124,1,0,77,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264,2014
1st,C,Joakim Noah,0,28,chi,551,625,0.882,101,0,0,80,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0,0.737,11.2,0.19,2014
1st,G,Chris Paul,2779,28,lac,540,625,0.864,86,0,0,62,35,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,0.27,2014
1st,G,James Harden,3992,24,hou,502,625,0.803,73,0,0,73,38,25.4,4.7,6.1,1.6,0.4,0.456,0.366,0.866,12.8,0.221,2014
2nd,G,Stephen Curry,3975,25,gsw,489,625,0.782,65,0,0,78,36.5,24,4.3,8.5,1.6,0.2,0.471,0.424,0.885,13.4,0.225,2014
2nd,F,Blake Griffin,0,24,lac,350,625,0.56,5,0,0,80,35.8,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,12.2,0.205,2014
2nd,F,Kevin Love,3449,25,min,237,625,0.379,2,0,0,77,36.3,26.1,12.5,4.4,0.8,0.5,0.457,0.376,0.821,14.3,0.245,2014
2nd,C,Dwight Howard,0,28,hou,226,625,0.362,9,0,0,71,33.7,18.3,12.2,1.8,0.8,1.8,0.591,0.286,0.547,8,0.161,2014
2nd,G,Tony Parker,0,31,sas,210,625,0.336,14,0,0,68,29.4,16.7,2.3,5.7,0.5,0.1,0.499,0.373,0.811,5.9,0.141,2014
3rd,F,LaMarcus Aldridge,0,28,por,191,625,0.306,4,0,0,69,36.2,23.2,11.1,2.6,0.9,1,0.458,0.2,0.822,7.5,0.144,2014
3rd,C,Al Jefferson,0,29,cha,191,625,0.306,4,0,0,73,35,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,0.146,2014
3rd,F,Paul George,4251,23,ind,171,625,0.274,4,0,0,80,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,10.8,0.178,2014
3rd,G,Damian Lillard,6606,23,por,115,625,0.184,2,0,0,82,35.8,20.7,3.5,5.6,0.8,0.3,0.424,0.394,0.871,9.6,0.157,2014
3rd,G,Goran Dragic,0,27,pho,115,625,0.184,1,0,0,76,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186,2014
ORV,F,Carmelo Anthony,0,29,nyk,86,625,0.138,1,0,0,77,38.7,27.4,8.1,3.1,1.2,0.7,0.452,0.402,0.848,10.7,0.172,2014
ORV,G,John Wall,0,23,was,70,625,0.112,0,0,0,82,36.3,19.3,4.1,8.8,1.8,0.5,0.433,0.351,0.805,7.9,0.128,2014
ORV,F,Tim Duncan,0,37,sas,63,625,0.101,1,0,0,74,29.2,15.1,9.7,3,0.6,1.9,0.49,0,0.731,7.4,0.164,2014
ORV,G,DeMar DeRozan,3978,24,tor,56,625,0.09,0,0,0,79,38.2,22.7,4.3,4,1.1,0.4,0.429,0.305,0.824,8.8,0.141,2014
ORV,F,Anthony Davis,6583,20,nop,40,625,0.064,1,0,0,67,35.2,20.8,10,1.6,1.3,2.8,0.519,0.222,0.791,10.4,0.212,2014
ORV,F,Dirk Nowitzki,0,35,dal,37,625,0.059,1,0,0,80,32.9,21.7,6.2,2.7,0.9,0.6,0.497,0.398,0.899,10.9,0.199,2014
ORV,G,Russell Westbrook,3468,25,okc,32,625,0.051,1,0,0,46,30.7,21.8,5.7,6.9,1.9,0.2,0.437,0.318,0.826,5.2,0.178,2014
ORV,G,Kyle Lowry,0,27,tor,29,625,0.046,0,0,0,79,36.2,17.9,4.7,7.4,1.5,0.2,0.423,0.38,0.813,11.7,0.197,2014
ORV,C,DeAndre Jordan,3442,25,lac,21,625,0.034,0,0,0,82,35,10.4,13.6,0.9,1,2.5,0.676,0,0.428,11.1,0.186,2014
ORV,C,Roy Hibbert,0,27,ind,17,625,0.027,0,0,0,81,29.7,10.8,6.6,1.1,0.4,2.2,0.439,0.4,0.77,5.4,0.108,2014
ORV,C,Marc Gasol,0,29,mem,16,625,0.026,2,0,0,59,33.4,14.6,7.2,3.6,1,1.3,0.473,0.182,0.768,5.6,0.137,2014
ORV,C,DeMarcus Cousins,0,23,sac,14,625,0.022,1,0,0,71,32.4,22.7,11.7,2.9,1.5,1.3,0.496,0,0.726,7.9,0.166,2014
ORV,G,Kyrie Irving,6442,21,cle,7,625,0.011,0,0,0,71,35.2,20.8,3.6,6.1,1.5,0.3,0.43,0.358,0.861,6.7,0.128,2014
ORV,G,Dwyane Wade,0,32,mia,6,625,0.01,0,0,0,54,32.9,19,4.5,4.7,1.5,0.5,0.545,0.281,0.733,5.5,0.149,2014
ORV,G,Mike Conley,3195,26,mem,4,625,0.006,0,0,0,73,33.5,17.2,2.9,6,1.5,0.2,0.45,0.361,0.815,8.2,0.161,2014
ORV,F,Serge Ibaka,0,24,okc,4,625,0.006,0,0,0,81,32.9,15.1,8.8,1,0.5,2.7,0.536,0.383,0.784,9.6,0.173,2014
ORV,G,Joe Johnson,0,32,brk,4,625,0.006,0,0,0,79,32.6,15.8,3.4,2.7,0.6,0.1,0.454,0.401,0.815,4.9,0.091,2014
ORV,F,Zach Randolph,0,32,mem,4,625,0.006,0,0,0,79,34.2,17.4,10.1,2.5,0.7,0.3,0.467,0.1,0.742,6.4,0.113,2014
ORV,G,Lance Stephenson,0,23,ind,3,625,0.005,0,0,0,78,35.3,13.8,7.2,4.6,0.7,0.1,0.491,0.352,0.711,7.4,0.13,2014
ORV,G,Ty Lawson,0,26,den,2,625,0.003,0,0,2,62,35.8,17.6,3.5,8.8,1.6,0.2,0.431,0.356,0.798,6.3,0.136,2014
ORV,F,Paul Millsap,0,28,atl,2,625,0.003,0,0,2,74,33.5,17.9,8.5,3.1,1.7,1.1,0.461,0.358,0.731,6.7,0.129,2014
ORV,F,Chris Bosh,0,29,mia,1,625,0.002,0,0,1,79,32,16.2,6.6,1.1,1,1,0.516,0.339,0.82,8,0.152,2014
ORV,C,Andre Drummond,6585,20,det,1,625,0.002,0,0,1,81,32.3,13.5,13.2,0.4,1.2,1.6,0.623,0,0.418,9.9,0.182,2014
ORV,G,Monta Ellis,0,28,dal,1,625,0.002,0,0,1,82,36.9,19,3.6,5.7,1.7,0.3,0.451,0.33,0.788,4.9,0.078,2014
ORV,F,Kawhi Leonard,6450,22,sas,1,625,0.002,0,0,1,66,29.1,12.8,6.2,2,1.7,0.8,0.522,0.379,0.802,7.7,0.193,2014
1st,G,Stephen Curry,3975,26,gsw,645,645,1,129,0,0,80,32.7,23.8,4.3,7.7,2,0.2,0.487,0.443,0.914,15.7,0.288,2015
1st,F,LeBron James,1966,30,cle,645,645,1,129,0,0,69,36.1,25.3,6,7.4,1.6,0.7,0.488,0.354,0.71,10.4,0.199,2015
1st,G,James Harden,3992,25,hou,637,645,0.988,125,0,0,81,36.8,27.4,5.7,7,1.9,0.7,0.44,0.375,0.868,16.4,0.265,2015
1st,F,Anthony Davis,6583,21,nop,625,645,0.969,119,0,0,68,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14,0.274,2015
1st,C,Marc Gasol,0,30,mem,453,645,0.702,65,0,0,81,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182,2015
2nd,G,Russell Westbrook,3468,26,okc,397,645,0.616,10,0,0,67,34.4,28.1,7.3,8.6,2.1,0.2,0.426,0.299,0.835,10.6,0.222,2015
2nd,F,LaMarcus Aldridge,0,29,por,390,645,0.605,13,0,0,71,35.4,23.4,10.2,1.7,0.7,1,0.466,0.352,0.845,8.6,0.165,2015
2nd,G,Chris Paul,2779,29,lac,335,645,0.519,1,0,0,82,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,0.27,2015
2nd,F,Pau Gasol,0,34,chi,242,645,0.375,15,0,0,78,34.4,18.5,11.8,2.7,0.3,1.9,0.494,0.462,0.803,10.4,0.187,2015
2nd,C,DeMarcus Cousins,0,24,sac,220,645,0.341,18,0,0,59,34.1,24.1,12.7,3.6,1.5,1.7,0.467,0.25,0.782,6,0.144,2015
3rd,F,Blake Griffin,0,25,lac,189,645,0.293,2,0,0,67,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9,0.183,2015
3rd,C,DeAndre Jordan,3442,26,lac,175,645,0.271,12,0,0,82,34.4,11.5,15,0.7,1,2.2,0.71,0.25,0.397,12.8,0.217,2015
3rd,F,Tim Duncan,0,38,sas,167,645,0.259,6,0,0,77,28.9,13.9,9.1,3,0.8,2,0.512,0.286,0.74,9.6,0.207,2015
3rd,G,Klay Thompson,6475,24,gsw,122,645,0.189,0,0,0,77,31.9,21.7,3.2,2.9,1.1,0.8,0.463,0.439,0.879,8.8,0.172,2015
3rd,G,Kyrie Irving,6442,22,cle,112,645,0.174,0,0,0,75,36.4,21.7,3.2,5.2,1.5,0.3,0.468,0.415,0.863,10.4,0.183,2015
ORV,F,Kawhi Leonard,6450,23,sas,155,645,0.24,0,0,0,64,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,2015
ORV,F,Paul Millsap,0,29,atl,70,645,0.109,0,0,0,73,32.7,16.7,7.8,3.1,1.8,0.9,0.476,0.356,0.757,8.3,0.166,2015
ORV,C,Al Horford,3213,28,atl,64,645,0.099,1,0,0,76,30.5,15.2,7.2,3.2,0.9,1.3,0.538,0.306,0.759,8.7,0.179,2015
ORV,G,John Wall,0,24,was,50,645,0.078,0,0,0,79,35.9,17.6,4.6,10,1.7,0.6,0.445,0.3,0.785,7.8,0.132,2015
ORV,G,Jimmy Butler,0,25,chi,32,645,0.05,0,0,0,65,38.7,20,5.8,3.3,1.8,0.6,0.462,0.378,0.834,11.2,0.214,2015
ORV,G,Damian Lillard,6606,24,por,22,645,0.034,0,0,0,82,35.7,21,4.6,6.2,1.2,0.3,0.434,0.343,0.864,10.6,0.174,2015
ORV,F,Draymond Green,6589,24,gsw,9,645,0.014,0,0,0,79,31.5,11.7,8.2,3.7,1.6,1.3,0.443,0.337,0.66,8.5,0.163,2015
ORV,F,Zach Randolph,0,33,mem,7,645,0.011,0,0,0,71,32.5,16.1,10.5,2.2,1,0.2,0.487,0.35,0.765,7.2,0.149,2015
ORV,G,Jeff Teague,0,26,atl,7,645,0.011,0,0,0,73,30.5,15.9,2.5,7,1.7,0.4,0.46,0.343,0.862,7.7,0.166,2015
ORV,C,Andrew Bogut,0,30,gsw,6,645,0.009,0,0,0,67,23.6,6.3,8.1,2.7,0.6,1.7,0.563,0,0.524,5.2,0.159,2015
ORV,C,Nikola Vucevic,6478,24,orl,6,645,0.009,0,0,0,74,34.2,19.3,10.9,2,0.7,0.7,0.523,0.333,0.752,7,0.133,2015
ORV,G,DeMar DeRozan,3978,25,tor,3,645,0.005,0,0,0,60,35,20.1,4.6,3.5,1.2,0.2,0.413,0.284,0.832,4,0.09,2015
ORV,F,Rudy Gay,0,28,sac,3,645,0.005,0,0,0,68,35.4,21.1,5.9,3.7,1,0.6,0.455,0.359,0.858,6.1,0.122,2015
ORV,C,Andre Drummond,6585,21,det,2,645,0.003,0,0,0,82,30.5,13.8,13.5,0.7,0.9,1.9,0.514,0,0.389,7.7,0.147,2015
ORV,F,Gordon Hayward,0,24,uta,2,645,0.003,0,0,0,76,34.4,19.3,4.9,4.1,1.4,0.4,0.445,0.364,0.812,8.7,0.159,2015
